timestamp_utc,sample_index,race_time_seconds,player_throttle,player_steer,vehicle_applied_handbrake,vehicle_applied_steer,position_x,position_y,position_z,forward_x,forward_y,forward_z,right_x,right_y,right_z,velocity_x,velocity_y,velocity_z,planar_speed_magnitude,roll_degrees,yaw_rate,web_slip_lat_avg,web_slip_long_avg,web_slip_angle_deg,web_steer_raw,web_steer_state,web_wheel_0_forward_impulse,web_wheel_0_suspension_force,web_wheel_0_angular_velocity,web_wheel_1_forward_impulse,web_wheel_1_suspension_force,web_wheel_1_angular_velocity,web_wheel_2_forward_impulse,web_wheel_2_suspension_force,web_wheel_2_angular_velocity,web_wheel_3_forward_impulse,web_wheel_3_suspension_force,web_wheel_3_angular_velocity
2026-05-10T12:25:32.468Z,0,0,0,0,0,0,0,0.7502917346954345,-9.775161791125697e-9,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-10T12:25:32.507Z,1,0.09999999999999999,0,0,0,0,0,0.6291350421905517,-9.775161791125697e-9,0,0,-1,1,0,0,0,-1.2115669250488281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-10T12:25:32.534Z,2,0.19999999999999998,0,0,0,0,0,0.3283971843719482,-9.775161791125697e-9,0,0,-1,1,0,0,0,-3.0073785781860356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-10T12:25:32.560Z,3,0.3,0,0,0,0,0,-0.04782926686307219,0.001312483619392596,0,-0.013394105605242656,-0.9999102949440193,1,0,0,0,-3.762264512350204,0.01312493394554387,9.588817288802096e-17,0,0,0,0.028994397662325234,0,0,0,0,12687.2353515625,-0.2636759541928768,0,12687.2353515625,-0.2636759541928768,0,12219.5751953125,-0.2882390296158939,0,12219.5751953125,-0.2882390296158939
2026-05-10T12:25:32.603Z,4,0.39999999999999997,0,0,0,0,0.00004336158272361719,-0.17629846760742318,-0.007431231752837428,-0.000006145209506914129,0.0048527366985643226,-0.9999882253850648,0.9999999983642823,0.00005689453667220512,-0.0000058691843981915514,0.000433615827236172,-1.28469200744351,-0.08743715372230025,0.10387238944665321,0.0032598552139066826,0.00006145281865599374,0.0010566611770949242,0.04120806621890147,0.06054220329041873,0,0,0,13943.3115234375,-0.07083926349878311,0,13940.673828125,-0.06924580782651901,0,16686.8828125,-0.058616726486120575,0,16684.150390625,-0.057099089081096774
2026-05-10T12:25:32.625Z,5,0.49999999999999994,0,0,0,0,0.00004653225353253706,-0.04685604667751274,-0.016172094604188905,-0.00000811908032199937,-0.011658655019075885,-0.9999320355390294,0.9999999981634431,0.00005996118482396641,-0.000008818746436833907,0.000031706708089198717,1.2944242092991045,-0.08740862851351479,0.10366348191938286,0.0034357563362902577,0.000019743503028024637,0.00018266106383100616,0.0660763477833391,0.010465707922490047,0,0,0,10813.5458984375,-0.681646317243576,0,10811.23046875,-0.6817084550857544,0,10503.9345703125,-0.6866357741728142,0,10501.34375,-0.6866950142564207
2026-05-10T12:25:32.648Z,6,0.6000000000000002,0,0,0,0,0.000044298621577633075,0.1575752476148673,-0.023360966567194552,-0.000009663976355542422,-0.0463275864586731,-0.9989263009048874,0.9999999997947784,0.000017339103247326668,-0.000010478505920690727,-0.000022336319549039797,2.044312942923795,-0.07188871963005629,0.10345642206298683,0.0009945252574858237,0.00001554731542618977,0.000168043738582467,0.07922839152295308,0.009628196903745828,0,0,0,6735.109375,-0.5138415098190308,0,6734.72900390625,-0.5138736963272095,0,2030.650390625,-0.6060518893156712,0,2030.159912109375,-0.6060821774787181
2026-05-10T12:25:32.664Z,7,0.7000000000000005,0,0,0,0,0.000048672025350214316,0.2753243540794549,-0.033762826965756276,-0.00001163305887118734,-0.045536482571947125,-0.9989626762895834,0.9999999996013814,-0.00002623063697644709,-0.000010449447382551803,0.00004373403772581227,1.1774910646458723,-0.10401860398561692,0.10324980286158462,-0.0015044654104027283,0.000019707749383535084,0.00014720029185270777,0.002776791380006846,0.008433955405338672,0,0,0,3602.794677734375,-0.19026249647140503,0,3604.0986328125,-0.1902642846107483,0,0,-0.23723510456925898,0,0,-0.2372226625595463
2026-05-10T12:25:32.677Z,8,0.8000000000000008,0,0,0,0,0.000052857280555262086,0.252854404311864,-0.04676706887331018,-0.000012578429493698951,-0.015889980409975673,-0.9998737462121674,0.9999999987029347,-0.00004954861694614067,-0.000011792591784149453,0.00004185255205047757,-0.224699497675908,-0.13004241907553865,0.10304353190449107,-0.0028392851031605396,0.000009348791190078003,0.00012859226324828175,0.06575121022041393,0.007367793921550584,0,0,0,3184.265380859375,-0.0018596649169921875,0,3186.321044921875,-0.0019401311874389648,0,2103.533935546875,0.09155844440586451,0,2105.797607421875,0.0914809423415974
2026-05-10T12:25:32.694Z,9,0.9000000000000011,0,0,0,0,0.00005137434353514002,0.13939426427562163,-0.05924650517018519,-0.000012493574364932799,0.006298327932310279,-0.9999801652578755,0.9999999993079577,-0.00003496338382209081,-0.000012714037392874527,-0.000014829370201220629,-1.1346014003624203,-0.12479436296874968,0.10283770579847457,-0.0020032940655747844,-8.619559199729539e-7,0.0000216942229862698,0.010932309638394411,0.001242987416733957,0,0,0,5540.9619140625,-0.22912591695785522,0,5542.25927734375,-0.22914022207260132,0,6993.9853515625,-0.2188310871856723,0,6995.45361328125,-0.21884534043887083
