timestamp_utc,sample_index,race_time_seconds,player_throttle,player_steer,vehicle_applied_handbrake,vehicle_applied_steer,position_x,position_y,position_z,forward_x,forward_y,forward_z,right_x,right_y,right_z,velocity_x,velocity_y,velocity_z,planar_speed_magnitude,roll_degrees,yaw_rate,web_slip_lat_avg,web_slip_long_avg,web_slip_angle_deg,web_steer_raw,web_steer_state,web_wheel_0_forward_impulse,web_wheel_0_suspension_force,web_wheel_0_angular_velocity,web_wheel_1_forward_impulse,web_wheel_1_suspension_force,web_wheel_1_angular_velocity,web_wheel_2_forward_impulse,web_wheel_2_suspension_force,web_wheel_2_angular_velocity,web_wheel_3_forward_impulse,web_wheel_3_suspension_force,web_wheel_3_angular_velocity
2026-04-27T21:18:46.728Z,93,9.300000000000042,1,0,0,0,-0.642056646004331,0.02524341909597355,-186.98157169751894,-0.022112385076929832,-0.019367327296470976,-0.9995678811664573,0.9997554703187627,-0.0002234266958183506,-0.02211220586511638,-0.11261864522512982,0.00008093970336519748,-31.153580987719792,31.21381812422847,-0.012803808344501254,0.004343412467932912,0.013709423790537576,0.04917986082579724,0.7855970361922687,0,0,-25.123600006103516,4464.11328125,-99.078369140625,-24.990320205688477,4440.42138671875,-109.310302734375,0,4002.515380859375,-99.078369140625,0,3978.2109375,-109.310302734375
2026-04-27T21:18:46.729Z,94,9.400000000000047,1,0,0,0,-0.6542277920911143,0.025235832484380383,-190.12476244974172,-0.023420842516435194,-0.019363441810121923,-0.999538153977669,0.9997256695437073,-0.0002304737557976976,-0.023420771491014798,-0.12171146086782664,-0.00007586611593168491,-31.431907522226226,31.49070836336792,-0.013207649901962742,0.01309040657137152,0.013009192011529834,0.049043606321889414,0.7454694678125524,0,0,-25.02703285217285,4464.0439453125,-99.971923828125,-24.8953914642334,4440.56103515625,-110.26611328125,0,4002.712890625,-99.971923828125,0,3978.630859375,-110.26611328125
2026-04-27T21:18:46.730Z,95,9.500000000000052,1,0,0,0,-0.6689364625946589,0.025216537560590446,-193.29542249795387,-0.027598915755034727,-0.01935352329098143,-0.9994317090153644,0.9996190367574467,-0.00024932627413270353,-0.02759926065175525,-0.14708670503543897,-0.0001929492378993551,-31.70660048211984,31.765286732679886,-0.01428801948036992,0.041802153518844115,0.010712908400078134,0.049535051840225025,0.6138796307662208,0,0,-24.916175842285156,4463.7841796875,-100.792236328125,-24.788238525390625,4440.84326171875,-111.280517578125,0,4003.16845703125,-100.792236328125,0,3979.676513671875,-111.280517578125
2026-04-27T21:18:46.731Z,96,9.600000000000056,1,0,0,0,-0.6911565865537244,0.025197220602058257,-196.49341401016753,-0.04072146567126214,-0.019337499064165924,-0.9989833949388388,0.9991704179070635,-0.00029972053182690506,-0.04072328752724675,-0.2222012395906437,-0.0001931695853218855,-31.979915122135026,32.0358044652273,-0.017175933439147226,0.13132757746664017,0.0032481030431097606,0.05194378616803809,0.18612225084329348,0,0,-24.657594680786133,4462.833984375,-101.392822265625,-24.539134979248047,4441.35009765625,-112.4853515625,0,4003.345947265625,-101.396484375,0,3981.432373046875,-112.4853515625
2026-04-27T21:18:46.731Z,97,9.700000000000061,1,0,0,0,-0.742700605506996,0.025186008201315502,-199.71701319975935,-0.07504453500443863,-0.019295456682025116,-0.9969934819834078,0.9971795554005453,-0.0003302046893911675,-0.07505215024257471,-0.5154401895326909,-0.00011212400742754423,-32.23599189591663,32.29214331288178,-0.018922858378108372,0.343888149382084,0.020441472672827504,0.050589051948679464,1.1714135091689153,0,0,-24.15819549560547,4459.03759765625,-102.32666015625,-24.066734313964844,4442.16552734375,-113.214111328125,0,4002.85986328125,-102.32666015625,0,3985.931640625,-113.214111328125
2026-04-27T21:18:46.732Z,98,9.800000000000066,1,0,0,0,-0.9166304079942271,0.02519128488267036,-202.95911970401968,-0.11652921258117377,-0.01926554388200331,-0.9930003934712928,0.9931840907239927,0.0002672426313725558,-0.11655595443447703,-1.7392980248722245,0.00005276681354859662,-32.42106504260173,32.51634468096904,0.015314717444021127,0.41687177925134355,0.01491230765607074,0.05276990321939207,0.8545328177698812,0,0,-24.805828094482422,4467.44287109375,-102.813720703125,-24.805828094482422,4432.150390625,-114.25048828125,0,4013.4599609375,-102.813720703125,0,3976.64453125,-114.25048828125
2026-04-27T21:18:46.733Z,99,9.900000000000071,1,0,0,0,-1.2263061222814895,0.02520784001189974,-206.21422617851715,-0.15761408732771587,-0.019285462347343244,-0.9873124482239147,0.987492816644121,0.0009382673414345833,-0.15766120870606193,-3.0967571428724696,0.00016555129229377805,-32.55106474497305,32.744951591816935,0.05376876662308319,0.41487418970847556,0.014761367485624515,0.05220006322854786,0.8458833384423545,0,0,-24.700847625732422,4476.63818359375,-103.59375,-24.700847625732422,4424.6005859375,-114.986572265625,0,4021.263916015625,-103.59375,0,3965.750732421875,-114.986572265625
2026-04-27T21:18:46.734Z,100,10.000000000000076,1,0,0,0,-1.6746660071286155,0.025212930474728446,-209.47609753662073,-0.1983516381203784,-0.019291248857180202,-0.9799410570909318,0.9801185474233025,0.0011204152820881571,-0.19840962090188882,-4.483598848471036,0.000050904628287049244,-32.61871358103414,32.97104580968172,0.06420702890957126,0.4140976148303704,0.014424336815126717,0.05172523755078626,0.8265693386850033,0,0,-24.594179153442383,4478.38720703125,-104.359130859375,-24.594179153442383,4423.31103515625,-115.726318359375,0,4022.744384765625,-104.359130859375,0,3963.42431640625,-115.726318359375
2026-04-27T21:18:46.734Z,101,10.100000000000081,1,0,0,0,-2.2623886366399195,0.025200479043820556,-212.73867910580677,-0.23867815757190772,-0.019267119359250254,-0.9709075729489786,0.9710837438652407,0.0008184169690791244,-0.2387377066873446,-5.877226295112748,-0.00012451430907888742,-32.625815691858776,33.19476117704079,0.046900549510133366,0.41336549389731914,0.014146708908876007,0.05124402814689202,0.8106592750041803,0,0,-24.48662757873535,4473.2275390625,-105.120849609375,-24.48662757873535,4427.10107421875,-116.458740234375,0,4019.205322265625,-105.120849609375,0,3969.5087890625,-116.458740234375
2026-04-27T21:18:46.735Z,102,10.200000000000086,1,0,0,0,-2.989903550884505,0.02518376424294827,-215.99555429026233,-0.27852200796143484,-0.019255228413912025,-0.9602368079072259,0.960412455743652,0.0004328449146337801,-0.27858163524849894,-7.275149142445494,-0.0001671480087228533,-32.56875184455404,33.41605681271107,0.024804786351900764,0.4125858146370004,0.013876136284740808,0.050789396984956145,0.7951537011360682,0,0,-24.420154571533203,4468.10888671875,-105.87158203125,-24.420154571533203,4431.81005859375,-117.183837890625,0,4014.630615234375,-105.87158203125,0,3975.873291015625,-117.183837890625
